title,state,date,season,precip_type,number,temperature,dew_point,humidity,visibility,uv_index
Report 65779: Hunter describes trailer shaking then scream/howl outside Council on boundary of Payette NF and Boise NF,Idaho,2009-10-07,Fall,NA,65779,40.405,30.41,0.72,3.168,4
Report 28709: Several years later bowhunter confirms sighting of Bigfoot family east of Montpelier,Idaho,1982-09-11,Fall,NA,28709,NA,NA,NA,NA,NA
Report 1796: Elk hunter observes an apparent family group,Idaho,1983-09-04,Fall,NA,1796,NA,NA,NA,NA,NA
Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek,Idaho,2003-06-21,Summer,NA,28386,47.775,37.04,0.72,NA,7
Report 67192: Wood Knocks and Vocalizations are heard then something hits the side of a remote cabin,Idaho,2020-10-15,Summer,rain,67192,45.065,30.77,0.7,10,3
Report 29357: Husband and wife riding ATV's along the Payette River see a Bigfoot,Idaho,2009-06-13,Summer,rain,29357,59.04,47.78,0.74,NA,0
Report 29020: Couple describes incidents at two different campgrounds in Boise National Forest,Idaho,2009-11-01,Fall,rain,29020,38.835,33.53,0.76,NA,0
Report 10510: Logger and granddaughter have brief sighting in the Selkirk Mountains,Idaho,1969-10-18,Fall,NA,10510,NA,NA,NA,NA,NA
Report 25156: Very close daylight sighting by a woodcutter driving down a logging road east of Nordman,Idaho,1980-10-28,Fall,NA,25156,NA,NA,NA,NA,NA
Report 20802: Woman picking berries with family has daylight sighting near Clark Fork,Idaho,1985-08-15,Summer,NA,20802,NA,NA,NA,NA,NA
Report 26487: Man remembers his nighttime sighting at Bloom Lake north of Sandpoint,Idaho,1993-10-31,Fall,NA,26487,NA,NA,NA,NA,NA
NA,Idaho,NA,Spring,NA,2059,NA,NA,NA,NA,NA
Report 20221: Winter hikers find trail of footprints near Clark Fork,Idaho,2000-12-31,Winter,NA,20221,NA,NA,NA,NA,NA
NA,Idaho,NA,Summer,NA,5767,NA,NA,NA,NA,NA
"Report 13828: Possible tracks found outside Clark Fork, near Spring Creek Road",Idaho,2006-02-10,Winter,NA,13828,33.239999999999995,12.06,0.46,10,2
"Report 24693: Rock banging, footprints and strange stripped tree on high mountain ranch near Sandpoint",Idaho,2008-08-19,Fall,rain,24693,54.47,53.37,0.91,10,4
Report 42647: Hunter finds possible footprints and knuckle prints near Priest Lake,Idaho,2013-11-02,Fall,rain,42647,38.57,36.17,0.86,1.23,1
Report 56270: Hunter finds broken turtle shells and hears possible vocalizations near Coolin,Idaho,2014-10-24,Fall,NA,56270,45.650000000000006,39.86,0.82,3.7,2
Report 56861: Visitor to a ranch has evening sighting near Priest River,Idaho,2015-12-26,Winter,NA,56861,23.59,20.06,0.89,3.97,1
NA,Idaho,NA,Summer,NA,56490,NA,NA,NA,NA,NA
"Report 58026: Hikers find footprints, possible nest and hear wood knocks mid-day near Coolin",Idaho,2017-08-05,Summer,NA,58026,67.715,45.2,0.46,1.24,8
"Report 58251: Wife and husband find tracks, have afternoon sighting near Hellroaring Ridge.",Idaho,2017-09-22,Fall,NA,58251,44.56,35.21,0.84,4.68,4
"Report 65276: Husband and wife hear vocals while making camp at dark, near Priest Lake.",Idaho,2017-10-07,Fall,rain,65276,42.625,30.63,0.53,4.076,3
Report 64180: Logger hears long roaring howls on the same property large tracks had been discovered.,Idaho,2020-02-15,Spring,rain,64180,35.56,29.83,0.88,5.799,1
Report 13692: Daytime sighting by young girl hiking with family north of Fairfield,Idaho,1988-08-20,Summer,rain,13692,NA,19.18,0.13,10,9
Report 20884: Daytime encounter by two people near Rock Creek Road,Idaho,2007-08-09,Summer,NA,20884,68.69,33.96,0.33,10,10
"Report 11070: Fisherman sees bipedal, human-looking animal in river",Idaho,2005-05-09,Summer,rain,11070,48.165,42.73,0.8,NA,0
Report 63250: ATV rider recalls passing very close to a Bigfoot at dusk in Eight Mile Canyon near Leadore.,Idaho,2007-07-15,Summer,NA,63250,67.95,37.75,0.35,NA,NA
Report 50124: Elk hunter has late afternoon sighting near Spencer,Idaho,2015-10-20,Fall,rain,50124,37.375,38.91,0.94,1.24,0
Report 22651: Multiple witnesses see multiple figures on the edge of a small lake in the Mallard Larkins Roadless Area,Idaho,2001-09-03,Fall,NA,22651,NA,NA,NA,NA,NA
NA,Idaho,NA,Summer,NA,8460,NA,NA,NA,NA,NA
Report 61107: Archery hunter describes possible stalking incident outside the town of Headquarters,Idaho,2021-11-08,Fall,snow,61107,37.26,26.71,0.77,10,2
Report 12919: Youth has nighttime sighting along Rock River,Illinois,1986-11-15,Winter,NA,12919,34.525,21.04,0.6,10,2
NA,Illinois,NA,Fall,NA,29360,NA,NA,NA,NA,NA
Report 57303: Memory told of a sighting on a farm near Nashville,Illinois,2000-05-18,Spring,rain,57303,68.205,63.41,0.68,8.79,7
Report 47249: Motorist has dusk sighting west of Galesburg,Illinois,2015-01-12,Summer,snow,47249,9.27,10.4,0.75,0.81,2
Report 37856: Close encounter at night by a motorist near Mt.Carmel,Illinois,2010-10-19,Fall,NA,37856,52.48,37.95,0.54,10,4
"Report 15844: Possible sounds heard, etc., in Kickapoo State Park",Illinois,2005-10-01,Fall,NA,15844,67.935,45.3,0.58,10,6
Report 15347: Deer hunter has early morning sighting from tree stand near Pearl City,Illinois,2003-10-26,Fall,NA,15347,37.47,31.75,0.81,10,2
Report 42794: Memory told of a nighttime highway crossing near Stewardson,Illinois,1998-09-28,Fall,rain,42794,71.215,55.9,0.64,NA,0
Report 40457: Memory told of a close encounter by motorists just north of Rushville,Illinois,2000-01-09,Winter,NA,40457,NA,NA,NA,NA,NA
Report 24147: Creature seen at a flooded rock quarry near Hampton,Illinois,1969-09-01,Summer,NA,24147,NA,62.52,0.78,8.12,5
Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,Illinois,1973-06-08,Summer,NA,42547,NA,NA,NA,NA,NA
Report 27374: Man remembers his daytime sighting as a youth living south of Hennepin,Illinois,1986-11-29,Fall,NA,27374,NA,NA,NA,NA,NA
Report 13070: Youth has pre-dawn encounter on the way to deer stand near Mitchellville,Illinois,2005-11-18,Fall,NA,13070,42.849999999999994,23.39,0.59,10,3
Report 14802: Possible vocalizations heard by camper near Williams Hill Pass in the Shawnee National Forest,Illinois,2006-05-29,Summer,NA,14802,78.905,69.72,0.74,9.54,10
NA,Illinois,NA,Winter,NA,25362,NA,NA,NA,NA,NA
Report 28545: Man tells of the strange occurrences and his sighting as a teenager near Buckhart,Illinois,1976-09-18,Fall,NA,28545,71.155,49.89,0.61,6.41,6
Report 28370: Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,Illinois,1978-08-01,Summer,rain,28370,74.57499999999999,65.51,0.79,7.79,5
Report 15251: Multiple witness motorist sighting on Rt 36 east of Riverton.,Illinois,1995-12-15,Winter,NA,15251,31.55,32.9,0.83,7.38,2
Report 34728: Recollection of a daylight sighting as a youth in Riverton,Illinois,1996-10-12,Summer,NA,34728,66.655,45.37,0.57,10,5
Report 29495: Possible footprint found on edge of Chatham,Illinois,2011-06-15,Spring,rain,29495,69.75,63.72,0.79,9.87,10
Report 31062: Possible footprint found near the Sugar Creek Covered Bridge,Illinois,2011-06-16,Spring,NA,31062,73.735,62.85,0.73,10,11
Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,Illinois,2011-06-23,Summer,NA,29612,65.68,60.19,0.78,9.95,5
Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,Illinois,2011-06-28,Summer,NA,32634,69.87,61.56,0.71,9.95,11
Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,Illinois,2011-07-16,Summer,NA,40841,80.41499999999999,68.53,0.7,9.99,10
Report 39098: Possible sighting near University of Illinois Springfield soccer fields.,Illinois,2012-10-04,Fall,rain,39098,62.41,52.99,0.7,10,5
Report 58238: Nighttime road crossing between Rochester and East Lake Drive,Illinois,2017-09-16,Fall,NA,58238,79.315,64.19,0.69,10,5
Report 33040: Possible sighting by a deer hunter west of Rushville,Illinois,2010-11-18,Fall,NA,33040,35.165,28.54,0.71,7.54,2
NA,Illinois,NA,Summer,NA,28144,NA,NA,NA,NA,NA
Report 47403: Deer hunter has daylight encounters and attempts to take photos east of Findlay,Illinois,2014-12-30,Winter,NA,47403,18.71,17.37,0.76,10,2
Report 33638: Woman recalls her night time sighting while fishing behind her home near Columbia,Illinois,1991-11-16,Fall,rain,33638,48.175,46.97,0.95,1.87,2
Report 55224: Memory told of daylight sighting while dirt bike riding east of Freeburg,Illinois,1996-06-29,Summer,rain,55224,82.94,68.38,0.66,NA,7
Report 50967: Possible footprints found east of Belleville near Illinois Route 4,Illinois,2016-01-27,Spring,NA,50967,37.32,24.12,0.67,7.08,3
Report 50965: Possible footprints found and cast east of Belleville near Illinois Route 4,Illinois,2016-01-27,Winter,NA,50965,37.31,24.12,0.67,7.08,3
Report 12836: Family hears vocalizations and finds footprints in their backyard east of Pekin,Illinois,2005-10-06,Fall,rain,12836,46.75,38.48,0.66,10,5
Report 40075: Daylight sighting along levee in East Peoria,Illinois,2013-02-26,Winter,snow,40075,32.53,30.9,0.88,2.57,3
Report 55706: Memory told of daytime encounter near Farmdale Park,Illinois,2016-10-03,Winter,NA,55706,63.18000000000001,55.55,0.81,9.91,3
Report 57880: Juvenile observed during the daytime by a bow hunter near Alto Pass,Illinois,2013-10-29,Fall,rain,57880,57.29,50.64,0.99,5.17,3
Report 59073: Bow hunter has another daylight sighting from his stand near Alto Pass,Illinois,2013-11-12,Fall,snow,59073,27.465000000000003,23.15,0.71,6.95,3
Report 50341: Home owner gets a good look at his frequent visitor one night near Jonesboro,Illinois,2015-11-21,Fall,rain,50341,33.18,29.99,0.7,9.72,2
Report 55144: Hunter describes strange encounters and finds a possible footprint near Kickapoo State Park,Illinois,2015-11-12,Fall,rain,55144,44.59,39.71,0.71,10,2
Report 43148: Hiker has close daylight sighting in Beall Woods State Park,Illinois,2013-10-23,Summer,NA,43148,44.19,34.66,0.71,10,3
NA,Illinois,NA,Summer,NA,24766,NA,NA,NA,NA,NA
NA,Illinois,NA,Fall,NA,38295,NA,NA,NA,NA,NA
Report 50502: Possible sighting while hunting near Radom,Illinois,2013-11-12,Fall,snow,50502,26.905,22.46,0.72,9.86,3
Report 49954: Memory told of encounter at a remote cabin at Sandy Run,Illinois,2015-10-11,Spring,NA,49954,66.46,48.5,0.74,7.82,5
Report 29287: Memory told of a daylight sighting as a youth near Fenton,Illinois,2000-04-07,Spring,rain,29287,36.085,29.91,0.69,6.71,4
Report 10037: Youth has daylight sighting in corn field near Rock Falls.,Illinois,2004-12-22,Summer,NA,10037,7.82,-2.89,0.58,9.96,2
Report 33264: Photos taken of possible footprints found on rural property near Albany,Illinois,2012-01-23,Winter,snow,33264,30.065,29.55,0.89,5.38,2
Report 44649: Memory told of a daytime sighting on a farm south of Rock Falls,Illinois,2014-05-12,Fall,rain,44649,68.46,66.77,0.8,7.05,7
Report 24544: Motorist has a nighttime sighting near Karnak.,Illinois,1999-10-02,Fall,NA,24544,64.19999999999999,40.87,0.53,9.91,6
Report 25704: Cougar research interrupted by wood knocks at Bell Smith Springs,Illinois,2007-09-22,Fall,NA,25704,77.995,57.49,0.58,9.25,7
Report 24354: Hunter has sighting from his deer stand near Detroit,Illinois,2007-11-16,Fall,rain,24354,45.14,24.32,0.53,10,3
Report 47469: Memory told of possible vocalizations and footprints found near Atwood,Illinois,2015-01-02,Unknown,rain,47469,35.72,24.65,0.76,4.14,2
Report 3300: Trapper recalls large footprints he found while trapping near Pinckneyville.,Illinois,1975-12-06,Winter,rain,3300,NA,39.34,0.88,NA,2
Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park,Illinois,1965-10-02,Fall,NA,40475,NA,44.73,0.66,NA,5
Report 29241: Memory of possible vocalizations and rock throwing southwest of Atwood,Illinois,1999-10-09,Fall,rain,29241,63.195,63.2,0.97,NA,3
Report 32400: Jogger has daylight sighting on Prairie Trail near Algonquin,Illinois,2008-09-13,Fall,rain,32400,69.395,69.53,0.97,4.64,4
Report 15007: Daylight sighting by resident near Vermont Lake,Illinois,2004-09-11,Fall,rain,15007,67.375,57.64,0.76,9.5,7
NA,Illinois,NA,Summer,NA,39569,NA,NA,NA,NA,NA
Report 55386: Witness recalls possible nighttime sighting near Sparland,Illinois,2016-08-16,Fall,rain,55386,76.66499999999999,69.21,0.81,7.75,7
Report 3471: Beige upright creature seen at a distance of 1000 yards near Kell.,Illinois,1972-09-15,Fall,NA,3471,NA,NA,NA,NA,NA
Report 32196: Memory told of family encounters near Granite City.,Illinois,1972-09-04,Summer,NA,32196,63.3,55.42,0.75,9.62,4
Report 3472: Series of three incidents describing a human sized creature near edge of Edwardsville.,Illinois,1973-06-06,Summer,NA,3472,69.15,57.92,0.69,9.5,10
Report 39852: Memory told of a possible sighting while parked in a car near Granite City,Illinois,1977-09-26,Fall,NA,39852,72.63499999999999,57.31,0.67,8.46,6
NA,Illinois,NA,Summer,NA,41786,NA,NA,NA,NA,NA
Report 28516: Memory told of a daytime sighting near Edwardsville,Illinois,1978-10-21,Fall,NA,28516,71.92,48.82,0.57,7.91,4
Report 25267: Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob,Illinois,1980-12-24,Winter,snow,25267,15.44,17.75,0.78,5.54,2
Report 10535: Two teens have daylight sighting near Alton.,Illinois,2004-07-08,Summer,NA,10535,79.675,69.59,0.82,9.96,8
Report 14872: Nighttime sighting and possible footprints found by homeowner near Edwardsville,Illinois,2006-06-08,Summer,rain,14872,77.91499999999999,59.41,0.57,9.62,10
NA,Illinois,NA,Summer,NA,36571,NA,NA,NA,NA,NA
Report 25809: Resident has recent daylight sighting while retrieving cattle near Godfrey,Illinois,2009-04-08,Spring,NA,25809,47.735,27.45,0.48,9.86,8
Report 27042: Possible daylight sighting by motorist on Illinois Route 4 outside Hamel.,Illinois,2009-12-18,Winter,NA,27042,38.785,28.53,0.71,9.16,2
NA,Illinois,NA,Winter,NA,41487,NA,NA,NA,NA,NA
NA,Illinois,NA,Fall,NA,39268,NA,NA,NA,NA,NA
Report 56168: Possible nighttime sighting along Scott-Troy Road south of Troy,Illinois,2017-01-20,Fall,rain,56168,52.115,48.39,0.93,7.54,2
Report 49302: Memory told of nighttime sighting by motorists on New Douglas Road,Illinois,2017-01-25,Summer,NA,49302,39.695,35.11,0.74,10,2
Report 58089: Motorist observes possible nighttime road crossing near Troy,Illinois,2017-08-19,Summer,NA,58089,80.365,68.5,0.72,9.87,8
Report 10910: Hunter has daylight sighting near Sandoval.,Illinois,1989-10-14,Fall,NA,10910,NA,NA,NA,NA,NA
Report 25924: Possible encounter and vocalizations heard by bowhunter near Metropolis.,Illinois,2008-11-26,Fall,NA,25924,44.45,29.93,0.69,9.96,3
NA,Illinois,NA,Summer,NA,37972,NA,NA,NA,NA,NA
Report 29227: Possible footprints found near Metropolis,Illinois,2011-05-03,Spring,rain,29227,50.875,41.71,0.68,9.38,9
Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,Illinois,2009-07-15,Summer,rain,40995,75.03999999999999,67.55,0.77,9.58,10
Report 36406: Daylight sighting by a camper in Argyle Lake State Park,Illinois,2012-08-09,Summer,rain,36406,71.97999999999999,65.98,0.76,6.63,6
Report 40714: Motorist has possible nighttime sighting near Blandinsville,Illinois,2013-03-23,Winter,NA,40714,38.46,24.83,0.6,9.62,6
Report 47776: Nighttime sighting by homeowner in Lake in the Hills,Illinois,2017-01-22,Winter,NA,47776,38.505,37.06,0.95,4.88,2
Report 67486: Possible vocalizations after midnight from cornfield near Wonder Lake,Illinois,2021-01-09,Winter,snow,67486,28.19,22.71,0.82,10,1
Report 10197: Two squirrel hunters have sighting near Shoal Creek.,Illinois,1992-09-14,Fall,rain,10197,NA,62.63,0.64,NA,7
NA,Illinois,NA,Fall,NA,38337,NA,NA,NA,NA,NA
NA,Illinois,NA,Fall,NA,39568,NA,NA,NA,NA,NA
Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,Illinois,1986-01-11,Winter,NA,41907,45.06,25.25,0.68,8.75,2
Report 28533: Daylight sighting by a motorist near Lake Jacksonville,Illinois,2005-11-19,Fall,NA,28533,45.155,29.36,0.58,10,3
Report 28484: Vocalizations and a sighting with a spotlight near Murrayville,Illinois,2006-07-22,Summer,rain,28484,70.645,58.44,0.69,8.83,7
Report 28534: Runner has sighting near home south of Jacksonville,Illinois,2006-08-26,Summer,rain,28534,76.25,70.21,0.85,8.62,7
Report 27387: Large unknown bipedal animal seen possibly chasing deer near Dixon,Illinois,2010-02-28,Winter,NA,27387,34.144999999999996,25.77,0.78,10,3
Report 28429: Deer hunter has sighting at dusk near Jubilee College State Park,Illinois,2007-10-27,Fall,rain,28429,45.585,40.87,0.72,6.89,3
Report 27692: Mushroom hunter hears vocalizations and finds footprints near Jubilee College State Park,Illinois,2010-05-05,Spring,NA,27692,59.785,41.37,0.45,10,9
Report 30510: Possible footprint found near Peoria,Illinois,2011-08-14,Summer,NA,30510,67.785,59.33,0.71,9.85,8
Report 18584: Possible vocalization heard near Pyramid State Park.,Illinois,2007-10-15,Fall,rain,18584,66.9,54.39,0.76,8.72,5
Report 5742: Young man hears nighttime vocalizations and is followed in woods near Mounds.,Illinois,2004-11-27,Summer,rain,5742,40.41,41.17,0.82,9.08,2
Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac,Illinois,1977-10-22,Fall,NA,36702,NA,NA,NA,NA,NA
Report 26039: Motorist has possible sighting near Barrington.,Illinois,2008-05-13,Spring,rain,26039,64.27000000000001,43.87,0.64,9.97,10
Report 32162: Recollection of daylight sighting as youth near Victoria,Illinois,1973-06-09,Summer,NA,32162,NA,NA,NA,NA,NA
Report 26905: Fisherman has closeup encounter with a juvenile near Kankakee,Illinois,1973-05-13,Spring,NA,26905,NA,NA,NA,NA,NA
"Report 3474: One sighting in October near a cabin, then another incident six months later less than a mile away from the first incident",Illinois,1989-10-15,Fall,NA,3474,73.285,57.56,0.71,7.5,4
Report 30645: Motorists have possible late night sighting south of Otterville,Illinois,1997-10-11,Fall,NA,30645,77.03999999999999,63.4,0.72,7.81,4
Report 10879: Mushroom hunters find series of large footprints near Ste. Marie.,Illinois,2000-05-06,Spring,rain,10879,73.265,61.96,0.78,7.73,9
Report 35206: Possible nighttime sighting by a homeowner near Bonnie,Illinois,2010-10-02,Fall,rain,35206,50.745000000000005,44.39,0.77,9.89,4
Report 65795: Motorists' sighting of a possible sasquatch along Interstate 64 outside Mt. Vernon,Illinois,2020-07-21,Summer,rain,65795,80.975,75.52,0.87,9.073,9
Report 29265: Motorists have sighting at night near Otterville,Illinois,2008-05-23,Spring,rain,29265,65.295,54.17,0.74,10,8
Report 11295: Coon hunters hear vocalizations and footprints found near Burlington.,Illinois,1984-11-17,Winter,NA,11295,37.555,22.96,0.7,10,2
Report 29448: Possible footprints found near Algonquin,Illinois,2011-02-03,Winter,NA,29448,10.11,-2.45,0.67,10,3
